Rank,Column,Non-Empty Count,Total Rows,Usage %,Empty Count,Empty %
1,MANDT,2364,2364,100.0,0,0.0
2,KUNNR,2364,2364,100.0,0,0.0
3,TAXGR,2364,2364,100.0,0,0.0
4,SBJDF,2364,2364,100.0,0,0.0
5,SBJDT,2364,2364,100.0,0,0.0
6,EXNR,2364,2364,100.0,0,0.0
7,EXRT,2364,2364,100.0,0,0.0
8,EXDF,2364,2364,100.0,0,0.0
9,EXDT,2364,2364,100.0,0,0.0
10,src_commit_time,2364,2364,100.0,0,0.0
