Rank,Column,Non-Empty Count,Total Rows,Usage %,Empty Count,Empty %
1,MANDT,1,1,100.0,0,0.0
2,ZZPRODH3,1,1,100.0,0,0.0
3,KNUMH,1,1,100.0,0,0.0
4,KBSTAT,1,1,100.0,0,0.0
5,DATAB,1,1,100.0,0,0.0
6,DATBI,1,1,100.0,0,0.0
7,KFRST,1,1,100.0,0,0.0
8,ZZPRODH4,1,1,100.0,0,0.0
9,ZZPRODH2,1,1,100.0,0,0.0
10,KAPPL,1,1,100.0,0,0.0
11,ZZPRODH1,1,1,100.0,0,0.0
12,SPART,1,1,100.0,0,0.0
13,VTWEG,1,1,100.0,0,0.0
14,VKORG,1,1,100.0,0,0.0
15,KNUMA_AG,1,1,100.0,0,0.0
16,KSCHL,1,1,100.0,0,0.0
17,src_commit_time,1,1,100.0,0,0.0
